,Fecha,Magnitud,Intensidad,GAP,Latitud,Longitud,Lugar,Id,Hipocentro,Region,Pais
19738,2022-12-31 08:52:11.169,2.61,2.7,39.0,35.85383333,-97.18883333,"6 km ENE of Meridian, Oklahoma",",ok2022zpsr,us7000j17j,",7.51,Oklahoma,US
19743,2022-12-31 06:37:56.410,2.66,2.2,198.0,35.7735,-121.4815,"28km SSE of Lopez Point, CA",",nc73827091,us7000j170,",3.18,California,US
19744,2022-12-31 06:13:27.088,4.6,3.1,129.0,54.8867,-160.2868,"51 km SSE of Sand Point, Alaska",",us7000j16q,ak022grqt4aa,",38.966,Alaska,US
19745,2022-12-31 03:02:30.720,3.04,2.7,77.0,19.1935005187988,-155.487503051758,"1 km SW of P?hala, Hawaii",",us7000j15w,hv73288327,",31.8400001525879,Hawaii,US
19761,2022-12-30 17:49:49.480,3.11,2.2,154.0,19.2036666870117,-155.411163330078,"7 km E of P?hala, Hawaii",",us7000j13g,hv73287947,",32.4099998474121,Hawaii,US
19777,2022-12-29 23:03:35.160,2.61,2.0,42.0,37.6516667,-119.3848333,"20km ESE of Yosemite Valley, CA",",nc73826571,us7000j0y2,",7.88,California,US
19783,2022-12-29 17:17:29.200,2.54,2.5,56.0,40.5995,-124.0883333,"6km N of Hydesville, CA",",nc73826471,us7000j0ve,",17.5,California,US
19800,2022-12-29 00:16:18.980,2.97,3.4,44.0,40.5875,-124.0901667,"4km N of Hydesville, CA",",nc73826156,us7000j0qz,",22.1,California,US
19812,2022-12-28 13:22:52.129,3.4,2.2,52.33,39.0976,-118.1503,"32 km NW of Gabbs, Nevada",",nn00854257,us7000j0ma,",8.1,Nevada,US
19826,2022-12-28 00:55:24.090,2.66,3.1,33.0,33.1173333,-115.604,"8km W of Calipatria, CA",",ci40150719,us7000j0jv,",9.62,California,US
19828,2022-12-28 00:27:22.080,2.6,2.2,120.76,38.4897,-118.1948,"13 km NW of Mina, Nevada",",nn00854243,us7000j0jr,",2.1,Nevada,US
19837,2022-12-27 18:07:18.980,2.5,2.2,41.0,38.7865,-122.7681667,"1km NW of The Geysers, CA",",nc73825756,us7000j0es,",1.61,California,US
19839,2022-12-27 14:50:47.040,2.99,3.8,29.0,34.5795,-116.8873333,"17km NNE of Lucerne Valley, CA",",ci40150599,us6000jbz9,",5.53,California,US
19840,2022-12-27 14:33:23.390,3.34,3.1,128.0,19.3361666666667,-155.112,"14 km S of Fern Forest, Hawaii",",hv73284662,us6000jbz6,",7.09,Hawaii,US
19854,2022-12-27 03:12:20.310,3.2,2.8,81.0,32.2119,-103.0951,"14 km NE of Jal, New Mexico",",us6000jbwi,",5.0,New Mexico,US
19866,2022-12-26 13:58:53.920,2.68,2.7,225.0,40.523,-124.3978333,"13km WSW of Ferndale, CA",",nc73825276,us6000jbsu,",18.34,California,US
19869,2022-12-26 12:20:54.970,2.88,2.2,229.0,40.501,-124.809,"47km W of Ferndale, CA",",nc73825241,us6000jbsj,",20.66,California,US
19870,2022-12-26 11:40:10.432,2.5,3.4,56.0,31.71047574,-104.2657066,"52 km SSE of Whites City, New Mexico",",us6000jbsc,tx2022zgus,",6.440063477,New Mexico,US
19871,2022-12-26 09:33:23.560,2.87,2.2,42.0,19.391,-155.277,"7 km SW of Volcano, Hawaii",",us6000jbrm,hv73283352,",1.81,Hawaii,US
19889,2022-12-25 19:40:29.100,2.97,2.0,232.0,40.2796667,-124.5683333,"25km WSW of Petrolia, CA",",nc73824826,us6000jbn2,",19.35,California,US
19900,2022-12-25 08:40:38.690,2.5,2.0,17.0,33.9333333,-116.3198333,"14km NNE of Thousand Palms, CA",",ci40149623,us6000jbkp,",5.06,California,US
19902,2022-12-25 06:31:16.890,3.17,3.7,41.0,19.4073333333333,-155.295166666667,"7 km WSW of Volcano, Hawaii",",us6000jbk4,hv73281902,",2.51,Hawaii,US
19904,2022-12-25 02:41:35.980,2.58,2.0,94.0,19.1805000305176,-155.498840332031,"3 km SW of P?hala, Hawaii",",hv73281637,us6000jbj2,",35.2700004577637,Hawaii,US
19906,2022-12-25 02:27:50.080,2.67,3.1,78.0,19.408,-155.323666666667,"10 km WSW of Volcano, Hawaii",",hv73281622,us6000jbip,",5.48,Hawaii,US
19909,2022-12-24 22:49:49.690,2.52,4.8,66.0,34.673,-88.5148333333333,"5 km ENE of Booneville, Mississippi",",nm60500238,us6000jbhq,",11.76,Mississippi,US
19911,2022-12-24 22:32:06.094,3.4,4.1,79.0,32.24578857,-101.8920303,"16 km NW of Stanton, Texas",",us6000jbhl,tx2022zdze,",5.991414388,Texas,US
19913,2022-12-24 21:12:49.201,3.4,2.2,31.0,44.6528,-114.398,"21 km NW of Challis, Idaho",",us6000jbhb,",10.0,Idaho,US
19914,2022-12-24 20:48:58.541,4.6,2.7,138.0,52.7638,-166.7293,"124 km S of Unalaska, Alaska",",us6000jbh9,ak022ggelbiu,",18.047,Alaska,US
19915,2022-12-24 19:57:45.670,2.55,2.2,89.0,19.5398333333333,-155.111833333333,"1 km SSW of Mountain View, Hawaii",",hv73281247,us6000jbh5,",12.61,Hawaii,US
19916,2022-12-24 19:33:44.190,4.16,4.3,43.0,40.5571667,-124.0083333,"8km E of Hydesville, CA",",ew1671910430,nc73824236,us6000jbh1,",22.4,California,US
19932,2022-12-24 09:32:58.557,3.8,4.9,87.0,53.8588,-131.5868,"97 km WSW of Prince Rupert, Canada",",at00rne2iz,us6000jbf8,ak022gg7y4p2,",10.0,Alaska,US
19936,2022-12-24 09:01:22.174,4.5,4.1,65.0,53.821,-131.7345,"107 km WSW of Prince Rupert, Canada",",at00rne12a,us6000jbf4,ak022gg7reo3,",10.0,Alaska,US
19937,2022-12-24 05:13:07.200,2.87,3.1,251.0,40.3745,-124.4985,"19km WNW of Petrolia, CA",",ew1671858790,nc73824006,us6000jbea,",23.07,California,US
19946,2022-12-23 22:09:22.530,2.64,3.0,43.0,41.8841667,-111.9326667,"3 km SSE of Trenton, Utah",",uu60528612,us6000jbcg,",7.97,Utah,US
19957,2022-12-23 14:36:59.120,2.52,3.4,33.0,38.5065,-122.7485,"1km SSE of Larkfield-Wikiup, CA",",nc73823706,us6000jban,",6.48,California,US
19959,2022-12-23 11:07:18.370,2.92,5.8,37.0,35.283,-98.0205,"7 km WSW of Minco, Oklahoma",",ok2022zbhc,us6000jba6,",7.62,Oklahoma,US
19965,2022-12-23 07:02:07.580,2.88,3.4,42.0,46.633,-122.39266666666667,"12 km NW of Morton, Washington",",us6000jb91,uw61891152,",17.21,Washington,US
19984,2022-12-22 11:49:55.860,3.79,3.4,206.0,40.3601667,-124.3346667,"6km NW of Petrolia, CA",",nc73823036,us6000jb1z,",28.71,California,US
19991,2022-12-22 08:47:13.410,3.33,3.6,238.0,40.52,-124.411,"14km WSW of Ferndale, CA",",nc73822961,us6000jb18,",17.87,California,US
19995,2022-12-22 05:24:44.280,2.71,2.9,44.0,40.5978333,-124.1008333,"5km E of Fortuna, CA",",nc73822906,us6000jb0i,",19.42,California,US
19999,2022-12-22 02:22:50.250,3.34,3.6,16.0,37.6201667,-122.025,"3km N of Union City, CA",",nc73822861,us6000jazn,",3.82,California,US
20000,2022-12-22 01:21:23.600,2.68,1.0,59.0,40.6041667,-124.0696667,"7km NNE of Hydesville, CA",",nc73822836,us6000jaz0,",15.82,California,US
20001,2022-12-22 01:13:29.760,2.87,3.1,252.0,40.4945,-124.4646667,"19km WSW of Ferndale, CA",",nc73822826,us6000jayu,",25.53,California,US
20007,2022-12-21 20:56:12.360,2.65,3.1,37.0,40.6381667,-124.0081667,"13km NE of Hydesville, CA",",nc73822711,us6000jax9,",18.26,California,US
20009,2022-12-21 17:42:25.142,3.8,3.1,45.0,44.3432,-115.1654,"22 km NW of Stanley, Idaho",",us6000jaw1,",10.0,Idaho,US
20013,2022-12-21 16:34:26.520,2.93,3.8,28.0,37.739,-122.1453333,"2km NNE of San Leandro, CA",",nc73822566,us6000javs,",4.17,California,US
20014,2022-12-21 16:34:05.390,2.99,3.8,308.0,40.6076667,-125.6946667,"121km W of Ferndale, CA",",nc73822561,us6000jb5w,",37.37,California,US
20015,2022-12-21 16:28:16.310,3.3,3.7,33.0,40.5971667,-124.0651667,"6km NNE of Hydesville, CA",",nc73822556,us6000javr,",22.03,California,US
20018,2022-12-21 13:10:21.860,3.27,3.4,90.0,19.1781666666667,-155.489166666667,"2 km NNW of Pahala, Hawaii",",hv73277532,us6000jaug,",30.79,Hawaii,US
20023,2022-12-21 11:36:49.040,2.9,3.1,60.0,35.6953333,-117.531,"14km SW of Searles Valley, CA",",ci40392904,us6000jau6,",9.46,California,US
20025,2022-12-21 11:19:38.652,2.9,2.0,56.5,38.159,-117.8429,"34 km SE of Mina, Nevada",",nn00853864,us6000jau2,",9.6,Nevada,US
20027,2022-12-21 09:12:36.458,3.2,3.4,48.0,32.10845947,-102.2007193,western Texas,",tx2022yxmi,us6000jatj,",7.801066081,Texas,US
20028,2022-12-21 09:03:11.170,2.85,1.0,223.0,40.523,-124.4076667,"14km WSW of Ferndale, CA",",nc73822406,us6000jati,",18.11,California,US
20031,2022-12-21 07:17:15.200,3.0,5.3,42.0,40.693,-124.029,"11km ESE of Pine Hills, CA",",nc73822341,us6000jasy,",21.97,California,US
20033,2022-12-21 06:22:11.520,3.07,2.5,132.0,19.156665802002,-155.489334106445,"5 km SSW of P?hala, Hawaii",",us6000jasn,hv73277372,",29.6700000762939,Hawaii,US
20035,2022-12-21 05:02:53.790,2.77,3.8,41.0,40.5208333,-124.0273333,"7km ESE of Hydesville, CA",",nc73822256,us6000jas7,",23.31,California,US
20036,2022-12-21 04:55:24.650,2.56,2.0,54.0,40.5935,-124.0765,"5km NNE of Hydesville, CA",",nc73822251,us6000jas6,",22.58,California,US
20038,2022-12-21 04:38:53.080,2.53,1.0,39.0,40.6011667,-124.0805,"6km NNE of Hydesville, CA",",nc73822246,us6000jas0,",16.16,California,US
20043,2022-12-21 01:07:33.710,3.02,3.4,231.0,40.5058333,-124.4661667,"19km WSW of Ferndale, CA",",ew1671584860,nc73822146,us6000jaqw,",22.8,California,US
20044,2022-12-21 00:46:14.410,2.55,2.2,35.0,33.7866667,-116.1555,"9km NE of Indio, CA",",ci40392824,us6000jaqr,",5.77,California,US
20045,2022-12-21 00:15:31.470,2.74,2.7,79.0,40.5586667,-124.0691667,"3km ENE of Hydesville, CA",",nc73822111,us6000jaqh,",18.91,California,US
20048,2022-12-20 22:43:03.170,2.56,2.0,198.0,40.533,-124.3298333,"7km SW of Ferndale, CA",",nc73822056,us6000japt,",17.4,California,US
20049,2022-12-20 22:06:34.380,4.35,4.3,188.0,40.5455,-124.3291667,"6km WSW of Ferndale, CA",",ew1671574000,nc73822026,at00rn7mqw,us6000japr,",19.74,California,US
20050,2022-12-20 22:01:19.480,2.58,2.2,93.0,40.5795,-124.1055,"4km N of Hydesville, CA",",nc73822021,us6000japq,",21.72,California,US
20051,2022-12-20 20:25:47.300,2.53,2.7,207.0,40.547,-124.3391667,"7km WSW of Ferndale, CA",",nc73821996,us6000jap4,",15.42,California,US
20055,2022-12-20 19:17:04.030,2.65,0.0,244.0,40.3861667,-124.7221667,"38km W of Petrolia, CA",",nc73821921,us6000janm,",20.79,California,US
20057,2022-12-20 17:00:57.230,2.81,3.1,199.0,40.5368333,-124.3565,"9km WSW of Ferndale, CA",",nc73821776,us6000jalr,",16.77,California,US
20059,2022-12-20 16:33:41.550,3.2,3.4,206.0,40.5303333,-124.3623333,"10km WSW of Ferndale, CA",",nc73821761,us6000jalh,",17.7,California,US
20060,2022-12-20 15:33:26.910,3.18,4.8,188.0,40.5461667,-124.3181667,"6km SW of Ferndale, CA",",nc73821666,us6000jal5,",18.06,California,US
20062,2022-12-20 15:33:00.607,2.6,1.0,39.0,40.6659,-124.0079,"14 km ESE of Pine Hills, California",",nc73821661,us6000jal4,",25.886,California,US
20063,2022-12-20 15:30:01.280,3.01,2.0,46.0,40.5656667,-123.9766667,"10km E of Hydesville, CA",",nc73821656,us6000jal3,",20.1,California,US
20064,2022-12-20 15:09:05.740,3.99,4.2,31.0,40.6005,-124.0688333,"6km NNE of Hydesville, CA",",nc73821636,us6000jakz,ew1671548950,",22.5,California,US
20065,2022-12-20 14:10:59.980,2.66,2.7,59.0,40.7291667,-123.8398333,"21km SE of Blue Lake, CA",",nc73821551,us6000jakn,",19.47,California,US
20066,2022-12-20 13:53:19.700,3.31,3.1,212.0,40.5186667,-124.389,"12km WSW of Ferndale, CA",",nc73821516,us6000jakk,",17.56,California,US
20067,2022-12-20 13:35:06.290,3.4,5.3,187.0,40.5268333,-124.324,"8km SW of Ferndale, CA",",nc73821486,us6000jajm,",18.0,California,US
20070,2022-12-20 13:05:20.530,2.53,0.0,206.0,40.5225,-124.3431667,"9km SW of Ferndale, CA",",nc73821426,us6000jajd,",18.62,California,US
20072,2022-12-20 12:40:17.080,2.52,0.0,97.0,40.6136667,-124.1985,"4km WNW of Fortuna, CA",",nc73821386,us6000jaj8,",23.94,California,US
20075,2022-12-20 12:21:43.940,2.99,3.8,32.0,40.5956667,-124.0973333,"5km E of Fortuna, CA",",nc73821346,us6000jaj4,",18.46,California,US
20076,2022-12-20 12:20:28.950,2.56,1.0,183.0,40.5356667,-124.3151667,"6km SW of Ferndale, CA",",nc73821341,us6000jaj3,",18.32,California,US
20080,2022-12-20 12:04:41.050,2.81,3.0,59.0,40.7355,-123.8405,"20km SE of Blue Lake, CA",",nc73821296,us6000jait,",19.76,California,US
20082,2022-12-20 11:42:54.980,3.02,4.1,180.0,40.529,-124.3145,"7km SW of Ferndale, CA",",nc73821226,us6000jaik,",17.94,California,US
20084,2022-12-20 11:30:29.240,2.74,2.0,217.0,40.5126667,-124.4091667,"14km WSW of Ferndale, CA",",nc73821196,us6000jaii,",16.91,California,US
20085,2022-12-20 11:23:43.690,2.73,0.0,223.0,40.5116667,-124.435,"16km WSW of Ferndale, CA",",nc73821186,us6000jaih,",21.74,California,US
20088,2022-12-20 11:09:01.730,2.99,7.2,190.0,40.5405,-124.323,"6km SW of Ferndale, CA",",nc73821156,us6000jai7,",17.94,California,US
20090,2022-12-20 11:03:09.540,2.99,2.2,61.0,40.5868333,-124.0923333,"4km N of Hydesville, CA",",nc73821141,us6000jai4,",22.36,California,US
20091,2022-12-20 11:02:13.380,2.72,1.0,193.0,40.5318333,-124.3286667,"7km SW of Ferndale, CA",",nc73821136,us6000jai3,",18.03,California,US
20094,2022-12-20 10:54:50.580,2.59,1.0,186.0,40.5436667,-124.3126667,"6km SW of Ferndale, CA",",nc73821121,us6000jahz,",18.43,California,US
20096,2022-12-20 10:52:39.630,3.05,3.1,190.0,40.586,-124.3128333,"4km WNW of Ferndale, CA",",nc73821106,us6000jahx,",20.75,California,US
20098,2022-12-20 10:48:55.510,2.81,1.0,48.0,40.6,-124.1355,"2km E of Fortuna, CA",",nc73821081,us6000jb4y,",21.58,California,US
20100,2022-12-20 10:47:34.230,2.51,2.2,42.0,40.6031667,-124.063,"7km NNE of Hydesville, CA",",nc73821071,us6000jary,",15.37,California,US
20101,2022-12-20 10:43:39.890,2.76,3.4,217.0,40.5183333,-124.4081667,"14km WSW of Ferndale, CA",",nc73821066,us6000jahq,",16.93,California,US
20102,2022-12-20 10:39:02.360,4.92,6.4,60.0,40.5228333,-124.1881667,"7km WNW of Rio Dell, CA",",nc73821046,us6000jahr,ew1671532750,",26.55,California,US
20103,2022-12-20 10:34:24.770,6.4,7.8,214.0,40.525,-124.423,"15km WSW of Ferndale, CA",",ew1671532470,nc73821036,us6000jahm,at00rn6qpb,usauto6000jahm,pt22354001,",17.91,California,US
20120,2022-12-19 14:39:37.006,2.8,2.0,61.0,31.65424785,-104.37077,"57 km S of Whites City, New Mexico",",tx2022yugc,us6000jabp,",6.131567383,New Mexico,US
20127,2022-12-19 09:41:09.820,2.56,2.7,53.0,37.3525,-119.8201667,"8km W of Ahwahnee, CA",",nc73820626,us6000jaaa,",22.26,California,US
20133,2022-12-19 02:57:27.664,2.7,2.2,64.0,44.2768,-116.2641,"14 km W of Smiths Ferry, Idaho",",us6000ja7y,",13.122,Idaho,US
20137,2022-12-19 01:22:38.303,2.9,2.7,63.0,44.2705,-116.2423,"12 km WSW of Smiths Ferry, Idaho",",us6000ja7t,",19.649,Idaho,US
20146,2022-12-18 16:44:40.600,3.23,2.2,225.0,18.9746666666667,-155.434,"18 km SE of Naalehu, Hawaii",",us6000ja5y,hv73275217,",36.5,Hawaii,US
20147,2022-12-18 16:32:07.825,3.0,2.8,62.0,31.66295253,-104.3751518,"56 km S of Whites City, New Mexico",",tx2022ysoh,us6000ja5v,",6.131567383,New Mexico,US
20148,2022-12-18 16:01:40.971,3.1,4.1,78.0,31.93267822,-102.012076,"9 km SE of Midland, Texas",",us6000ja5p,tx2022ysnh,",10.39326986,Texas,US
20167,2022-12-17 17:02:01.670,2.51,2.0,91.0,19.1873340606689,-155.5068359375,"3 km WSW of P?hala, Hawaii",",us6000ja11,hv73273602,",35.7000007629395,Hawaii,US
20168,2022-12-17 15:51:41.490,2.52,3.4,48.0,36.53816667,-98.96533333,"9 km WSW of Waynoka, Oklahoma",",ok2022yqrm,us6000ja0n,",6.69,Oklahoma,US
20169,2022-12-17 15:48:47.560,3.14,1.0,55.0,36.5415,-98.9615,"8 km WSW of Waynoka, Oklahoma",",us6000ja0m,ok2022yqrj,",6.71,Oklahoma,US
20173,2022-12-17 11:39:42.860,3.57,4.2,19.0,37.9181667,-122.304,"1km ENE of El Cerrito, CA",",ew1671277180,nc73819746,us6000j9zk,",5.48,California,US
20179,2022-12-17 04:59:20.157,2.6,4.9,70.0,32.1963501,-102.1599895,"22 km NNW of Midland, Texas",",us6000j9xm,tx2022ypvz,",8.045613607,Texas,US
20180,2022-12-17 04:57:02.094,2.6,3.4,68.0,32.20001221,-102.1385528,"23 km NNW of Midland, Texas",",us6000j9xl,tx2022ypvw,",8.485799154,Texas,US
20189,2022-12-16 23:38:40.681,3.4,3.9,67.0,32.18536377,-102.1342654,"21 km NNW of Midland, Texas",",us6000j9w4,tx2022yplj,",6.676147461,Texas,US
20190,2022-12-16 23:35:27.984,5.2,7.8,40.0,32.19085693,-102.1406965,"Range Hill, Texas",",us6000j9vq,tx2022yplg,",8.192342122,Texas,US
20191,2022-12-16 22:17:24.840,3.31,2.2,65.0,19.2668333333333,-155.414666666667,"9 km NE of P?hala, Hawaii",",hv73272337,us6000j9v1,",30.28,Hawaii,US
20199,2022-12-16 16:47:17.000,3.96,3.5,165.0,20.5063333333333,-156.0515,"28 km SSW of Hana, Hawaii",",hv73271992,us6000j9sp,pt22350001,",31.2,Hawaii,US
20204,2022-12-16 08:58:03.404,2.8,4.1,66.0,31.67560183,-104.4091776,"55 km S of Whites City, New Mexico",",tx2022yoii,us6000j9nv,",6.799975586,New Mexico,US
20208,2022-12-16 03:26:49.190,2.63,4.1,39.0,33.8498333,-117.8655,"2km S of Placentia, CA",",ci40391032,us6000j9ma,",7.38,California,US
20213,2022-12-16 00:53:01.630,2.77,2.5,227.0,40.4853333,-124.8351667,"49km WSW of Ferndale, CA",",nc73819121,us6000j9ll,",18.79,California,US
20221,2022-12-15 22:08:53.140,2.7,3.8,19.0,34.2301667,-116.9858333,"7km WSW of Big Bear Lake, CA",",ci40390912,us6000j9kh,",8.0,California,US
20228,2022-12-15 20:35:24.734,3.0,3.1,61.0,31.60599442,-103.9862703,"37 km NNW of Toyah, Texas",",tx2022ynjv,us6000j9jq,",10.03918457,Texas,US
20238,2022-12-15 12:49:20.770,2.75,2.2,50.0,46.532666666666664,-122.36866666666667,"7 km WSW of Morton, Washington",",uw61898611,us6000j9ej,",20.61,Washington,US
20253,2022-12-14 21:45:38.270,3.26,3.1,160.0,19.2083333333333,-155.3725,"9 km ENE of Pahala, Hawaii",",hv73269642,us6000j99s,",33.59,Hawaii,US
20255,2022-12-14 20:56:46.960,2.91,4.3,160.0,46.62416666666667,-121.75633333333333,"6 km WNW of Packwood, Washington",",uw61898541,us6000j99b,",12.68,Washington,US
20261,2022-12-14 15:48:25.255,3.0,2.7,52.0,31.71826488,-104.2700743,"51 km S of Whites City, New Mexico",",us6000j97c,tx2022ylev,",7.159887695,New Mexico,US
20270,2022-12-14 12:24:40.205,4.5,3.1,175.0,43.6523,-128.3818,off the coast of Oregon,",us6000j96b,at00rmvrtb,",10.0,Oregon,US
20284,2022-12-14 01:55:15.630,2.58,2.0,90.0,36.6455,-121.2621667,"16km NW of Pinnacles, CA",",nc73818431,us6000j946,",5.57,California,US
20296,2022-12-13 12:31:28.820,3.28,3.8,55.0,36.6046667,-121.2093333,"10km NW of Pinnacles, CA",",nc73818126,us6000j8zg,",8.88,California,US
20297,2022-12-13 10:40:09.610,2.68,3.1,77.0,47.687333333333335,-121.859,"4 km E of Lake Marcel-Stillwater, Washington",",uw61898306,us6000j8z2,",25.66,Washington,US
20304,2022-12-13 04:09:13.519,2.62,4.2,32.0,35.27616667,-98.02616667,"8 km WSW of Minco, Oklahoma",",ok2022yimh,us6000j8xz,",7.73,Oklahoma,US
20307,2022-12-12 23:56:32.660,2.69,4.1,41.0,38.8615,-122.8348333,"11km WNW of Cobb, CA",",nc73817871,us6000j8ws,",1.13,California,US
20336,2022-12-11 21:58:15.664,3.3,3.4,67.0,33.954,-106.9129,"4 km SSW of Luis Lopez, New Mexico",",us6000j8np,",8.596,New Mexico,US
20345,2022-12-11 17:19:42.803,4.2,4.8,195.0,44.1842,-129.3204,off the coast of Oregon,",us6000j8mi,",10.0,Oregon,US
20349,2022-12-11 14:29:13.927,3.2,3.4,64.0,37.2292,-97.9493,"8 km SW of Danville, Kansas",",us6000j8ln,",5.0,Kansas,US
20376,2022-12-10 17:24:49.530,2.65,2.2,159.0,19.2108325958252,-155.376663208008,"10 km E of P?hala, Hawaii",",hv73265522,us6000j8g5,",33.189998626709,Hawaii,US
20377,2022-12-10 16:14:00.176,2.7,2.0,86.0,31.62072795,-104.5326923,"63 km SSW of Whites City, New Mexico",",us6000j8fy,tx2022ydxr,",6.671435547,Texas,US
20392,2022-12-10 06:27:32.440,2.81,2.8,164.0,39.6556667,-123.8715,"9km SSW of Cape Vizcaino, CA",",nc73816876,us6000j8d9,",4.62,California,US
20398,2022-12-10 04:26:23.210,3.04,4.3,50.0,36.69633333,-97.67366667,"10 km W of Lamont, Oklahoma",",ok2022ydai,us6000j8cd,",5.0,Oklahoma,US
20399,2022-12-10 03:34:21.409,2.7,2.2,94.0,41.9908,-119.5777,"49 km ENE of Fort Bidwell, California",",us6000j8c8,nn00853128,",16.512,Oregon,US
20400,2022-12-10 03:17:30.125,4.9,3.1,121.0,40.6221,-127.3059,"257 km W of Ferndale, California",",at00rmnnt3,us6000j8c6,nc73816846,",11.051,California,US
20428,2022-12-09 05:33:33.340,2.58,2.2,33.0,38.8013333,-122.7863333,"4km NW of The Geysers, CA",",nc73816436,us6000j83d,",-0.05,California,US
20434,2022-12-09 00:55:59.080,2.59,2.7,105.0,19.3361666666667,-155.805,"14 km SSE of Honaunau-Napoopoo, Hawaii",",hv73264277,us6000j826,",7.09,Hawaii,US
20435,2022-12-08 23:25:09.140,2.65,3.1,43.0,36.873,-121.6036667,"4km ESE of Aromas, CA",",nc73816346,us6000j81q,",4.73,California,US
20455,2022-12-08 03:23:21.420,2.69,3.8,61.0,35.3063333333333,-82.4926666666667,"0 km S of Laurel Park, North Carolina",",us6000j7tp,se60501781,",1.53,North Carolina,US
20456,2022-12-08 02:46:32.300,3.12,3.5,51.0,39.631,-120.1395,"10km ESE of Loyalton, CA",",nc73815951,nn00852917,us6000j7tf,",-1.24,Nevada,US
20457,2022-12-08 02:28:49.080,2.62,3.1,29.0,35.5033333,-118.393,"13km SE of Bodfish, CA",",ci40143335,us6000j7te,",4.85,California,US
20460,2022-12-08 00:02:23.390,3.59,4.4,159.0,19.2058333333333,-155.386166666667,"Island of Hawaii, Hawaii",",hv73263432,us6000j7qq,",32.05,Hawaii,US
20462,2022-12-07 21:47:06.790,2.71,3.8,21.0,34.1771667,-117.032,"8km ESE of Running Springs, CA",",ci40143255,us6000j7qa,",7.42,California,US
20468,2022-12-07 18:21:52.460,3.64,2.7,39.0,19.4171666666667,-155.277666666667,"5 km WSW of Volcano, Hawaii",",hv73263142,us6000j7np,",0.1,Hawaii,US
20469,2022-12-07 17:45:56.332,2.7,3.1,52.0,40.1934,-98.3011,"11 km SSW of Lawrence, Nebraska",",us6000j7nh,",5.0,Nebraska,US
20470,2022-12-07 16:51:03.669,2.65,3.4,26.0,35.2575,-98.02716667,"9 km SW of Minco, Oklahoma",",ok2022xymk,us6000j7n1,",6.75,Oklahoma,US
20473,2022-12-07 14:13:22.690,3.56,3.8,21.0,35.5086667,-118.3915,"13km SE of Bodfish, CA",",ci40142983,us6000j7l8,",5.07,California,US
20487,2022-12-07 02:30:13.091,3.4,3.1,55.0,31.71139301,-104.1763164,"54 km W of Mentone, Texas",",us6000j7i1,tx2022xxjz,",7.828295898,Texas,US
20490,2022-12-07 00:28:54.200,2.74,2.2,59.0,36.0448333,-117.708,"22km NE of Little Lake, CA",",ci40142759,us6000j7he,",1.79,California,US
20491,2022-12-07 00:27:03.030,2.71,2.0,58.0,36.0406667,-117.7101667,"21km ENE of Little Lake, CA",",ci40142751,us6000j7hc,",1.8,California,US
20492,2022-12-06 21:50:30.559,2.79,4.1,57.0,34.949,-97.61983333,Oklahoma,",ok2022xxau,us6000j7g5,",7.0,Oklahoma,US
20496,2022-12-06 18:31:29.839,2.83,5.6,33.0,35.2555,-98.0275,"9 km NW of Pocasset, Oklahoma",",ok2022xwue,us6000j7ez,",7.38,Oklahoma,US
20507,2022-12-06 08:43:21.532,3.5,2.0,120.94,41.9732,-119.5587,"50 km ENE of Fort Bidwell, California",",nn00852719,us6000j79y,",0.0,Oregon,US
20513,2022-12-06 03:33:01.930,2.63,3.1,88.0,37.827,-122.6663333,"8km WSW of Muir Beach, CA",",nc73815096,us6000j774,",4.21,California,US
20516,2022-12-06 02:39:23.300,2.51,4.9,26.0,35.25916667,-98.02416667,Oklahoma,",ok2022xvou,us6000j76w,",6.25,Oklahoma,US
20523,2022-12-06 00:10:37.510,3.98,3.5,75.0,35.9356667,-120.0126667,"9km SSW of Kettleman City, CA",",ew1670285440,us6000j76e,nc73814971,",9.46,California,US
